data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,note_it,note_en,nuovi_deceduti,nuovi_guariti
2020-03-17T17:00:00,ITA,14,Molise,41.55774754,14.65916051,7,5,12,7,19,4,4,5,1,25,301,,,0,0
2020-03-18T17:00:00,ITA,14,Molise,41.55774754,14.65916051,7,6,13,8,21,2,3,6,1,28,361,,,0,1
2020-03-19T17:00:00,ITA,14,Molise,41.55774754,14.65916051,19,6,25,13,38,17,18,6,2,46,426,,,1,0
2020-03-20T17:00:00,ITA,14,Molise,41.55774754,14.65916051,20,6,26,13,39,1,4,6,5,50,426,,,3,0
2020-03-21T17:00:00,ITA,14,Molise,41.55774754,14.65916051,21,6,27,20,47,8,11,7,7,61,449,,,2,1
2020-03-22T17:00:00,ITA,14,Molise,41.55774754,14.65916051,24,7,31,21,52,5,5,7,7,66,532,,,0,0
2020-03-23T17:00:00,ITA,14,Molise,41.55774754,14.65916051,25,7,32,18,50,-2,1,10,7,67,532,,,0,3
2020-03-24T17:00:00,ITA,14,Molise,41.55774754,14.65916051,27,7,34,21,55,5,6,10,8,73,572,,,1,0
2020-03-25T17:00:00,ITA,14,Molise,41.55774754,14.65916051,26,7,33,20,53,-2,0,12,8,73,580,,,0,2
2020-03-26T17:00:00,ITA,14,Molise,41.55774754,14.65916051,27,8,35,46,81,28,30,14,8,103,670,,,0,2
2020-03-27T17:00:00,ITA,14,Molise,41.55774754,14.65916051,26,9,35,51,86,5,6,14,9,109,710,,,1,0
2020-03-28T17:00:00,ITA,14,Molise,41.55774754,14.65916051,26,9,35,63,98,12,14,16,9,123,807,,,0,2
2020-03-29T17:00:00,ITA,14,Molise,41.55774754,14.65916051,25,9,34,66,100,2,4,18,9,127,918,,,0,2
2020-03-30T17:00:00,ITA,14,Molise,41.55774754,14.65916051,27,8,35,72,107,7,7,18,9,134,955,,,0,0
2020-03-31T17:00:00,ITA,14,Molise,41.55774754,14.65916051,29,8,37,80,117,10,10,18,9,144,1049,,,0,0
2020-04-01T17:00:00,ITA,14,Molise,41.55774754,14.65916051,32,8,40,91,131,14,16,19,10,160,1157,,,1,1
2020-04-02T17:00:00,ITA,14,Molise,41.55774754,14.65916051,30,8,38,95,133,2,5,21,11,165,1229,,,1,2
2020-04-03T17:00:00,ITA,14,Molise,41.55774754,14.65916051,31,8,39,105,144,11,11,21,11,176,1378,,,0,0
2020-04-04T17:00:00,ITA,14,Molise,41.55774754,14.65916051,31,6,37,134,171,27,30,24,11,206,1504,,,0,3
2020-04-05T17:00:00,ITA,14,Molise,41.55774754,14.65916051,33,6,39,148,187,16,18,24,13,224,1504,,,2,0
2020-04-06T17:00:00,ITA,14,Molise,41.55774754,14.65916051,34,5,39,148,187,0,0,24,13,224,1546,,,0,0
2020-04-07T17:00:00,ITA,14,Molise,41.55774754,14.65916051,35,5,40,145,185,-2,0,26,13,224,1581,,,0,2
2020-04-08T17:00:00,ITA,14,Molise,41.55774754,14.65916051,30,4,34,147,181,-4,2,32,13,226,2002,,,0,6
2020-04-09T17:00:00,ITA,14,Molise,41.55774754,14.65916051,30,4,34,155,189,8,8,32,13,234,2069,,,0,0
2020-04-10T17:00:00,ITA,14,Molise,41.55774754,14.65916051,28,4,32,161,193,4,9,37,13,243,2069,pd-IT-0010,pd-EN-0010,0,5
2020-04-11T17:00:00,ITA,14,Molise,41.55774754,14.65916051,28,4,32,161,193,0,3,39,14,246,2201,,,1,2
2020-04-12T17:00:00,ITA,14,Molise,41.55774754,14.65916051,27,4,31,171,202,9,11,40,15,257,2471,,,1,1
2020-04-13T17:00:00,ITA,14,Molise,41.55774754,14.65916051,28,4,32,170,202,0,0,40,15,257,2522,,,0,0
2020-04-14T17:00:00,ITA,14,Molise,41.55774754,14.65916051,26,4,30,170,200,-2,0,42,15,257,2522,,,0,2
2020-04-15T17:00:00,ITA,14,Molise,41.55774754,14.65916051,27,4,31,175,206,6,6,42,15,263,2855,,,0,0
2020-04-16T17:00:00,ITA,14,Molise,41.55774754,14.65916051,25,4,29,174,203,-3,0,44,16,263,2967,,,1,2
